Point ID,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2,nd1p,nd2p,phisp
0,0,0,0,1.0007797479629517,0.9721544981002808,-0.0
1,1,0,0,1.0008039474487305,0.9924967885017395,-0.0
2,2,0,0,1.00133216381073,0.9927471280097961,-0.0
3,3,0,0,1.00086510181427,0.9962748289108276,-0.0
4,4,0,0,0.9996813535690308,0.9960740804672241,-0.0
5,5,0,0,1.0001299381256104,0.9992559552192688,-0.0
6,6,0,0,0.9999241828918457,1.004516363143921,-0.0
7,7,0,0,1.0018608570098877,0.9933831095695496,-0.0
8,8,0,0,1.0001578330993652,0.9905044436454773,-0.0
9,9,0,0,0.9999855160713196,1.0031239986419678,-0.0
10,10,0,0,1.0012654066085815,1.0048191547393799,-0.0
11,11,0,0,1.0011413097381592,1.0031678676605225,-0.0
12,12,0,0,1.0016223192214966,1.0057222843170166,-0.0
13,13,0,0,1.0007586479187012,0.9980208277702332,-0.0
14,14,0,0,0.9995064735412598,1.0050095319747925,-0.0
15,15,0,0,1.0003612041473389,1.002115249633789,-0.0
16,16,0,0,1.001072645187378,1.0018349885940552,-0.0
17,17,0,0,1.0006487369537354,0.9984892010688782,-0.0
18,18,0,0,1.0001015663146973,0.9872246980667114,-0.0
19,19,0,0,1.0015357732772827,0.9904733896255493,-0.0
20,20,0,0,1.000670075416565,0.9942855834960938,-0.0
21,21,0,0,1.0008001327514648,0.9953745603561401,-0.0
22,22,0,0,1.0023691654205322,1.0001475811004639,-0.0
23,23,0,0,1.000872254371643,1.0019372701644897,-0.0
24,24,0,0,1.00121009349823,0.99895840883255,-0.0
25,25,0,0,0.998214840888977,0.9975716471672058,-0.0
26,26,0,0,0.9998958706855774,1.0026655197143555,-0.0
27,27,0,0,1.000864863395691,0.9997794032096863,-0.0
28,28,0,0,0.9993327856063843,0.9919611215591431,-0.0
29,29,0,0,0.9988393783569336,0.9936003684997559,-0.0
30,30,0,0,1.0000944137573242,1.0001837015151978,-0.0
31,31,0,0,1.0000848770141602,1.0066131353378296,-0.0
32,32,0,0,1.0006030797958374,1.0048801898956299,-0.0
33,33,0,0,0.9998558163642883,0.9952486753463745,-0.0
34,34,0,0,1.0005054473876953,0.9985888600349426,-0.0
35,35,0,0,0.9993228912353516,0.9990103840827942,-0.0
36,36,0,0,0.999363124370575,1.0008330345153809,-0.0
37,37,0,0,1.001160740852356,0.9957121014595032,-0.0
38,38,0,0,1.0012770891189575,0.995612621307373,-0.0
39,39,0,0,1.0005896091461182,0.9976235628128052,-0.0
40,40,0,0,0.997793972492218,0.9963350296020508,-0.0
41,41,0,0,0.9972162246704102,1.0022746324539185,-0.0
42,42,0,0,0.9993879199028015,0.9960981607437134,-0.0
43,43,0,0,0.9998385310173035,0.9916529655456543,-0.0
44,44,0,0,0.9988867044448853,0.9976622462272644,-0.0
45,45,0,0,0.9999227523803711,1.0037381649017334,-0.0
46,46,0,0,1.0005637407302856,0.9940954446792603,-0.0
47,47,0,0,1.0013084411621094,0.9892634153366089,-0.0
48,48,0,0,1.0021586418151855,0.996965765953064,-0.0
49,49,0,0,1.0032532215118408,1.0037180185317993,-0.0
50,50,0,0,1.0010960102081299,0.997871994972229,-0.0
51,51,0,0,0.9996932148933411,0.9908667802810669,-0.0
52,52,0,0,0.999583899974823,0.989421010017395,-0.0
53,53,0,0,0.9993683695793152,0.9916378855705261,-0.0
54,54,0,0,0.9965264201164246,0.994398295879364,-0.0
55,55,0,0,0.9974069595336914,1.0019499063491821,-0.0
56,56,0,0,1.0011632442474365,1.0005418062210083,-0.0
57,57,0,0,1.0011094808578491,0.9948680996894836,-0.0
58,58,0,0,0.9996113777160645,0.9964176416397095,-0.0
59,59,0,0,0.9986820220947266,0.9956285357475281,-0.0
60,60,0,0,0.9980102777481079,0.9971375465393066,-0.0
61,61,0,0,0.99895179271698,1.0043174028396606,-0.0
62,62,0,0,0.9980553388595581,1.0021960735321045,-0.0
63,63,0,0,1.000659704208374,0.9988920092582703,-0.0
64,64,0,0,1.001469612121582,0.9963821172714233,-0.0
65,65,0,0,0.9999963045120239,0.99506014585495,-0.0
66,66,0,0,1.0008872747421265,1.01072359085083,-0.0
67,67,0,0,1.0029627084732056,1.0082929134368896,-0.0
68,68,0,0,1.0008689165115356,1.0007580518722534,-0.0
69,69,0,0,0.9995232820510864,0.9988425374031067,-0.0
70,70,0,0,0.9999334216117859,0.9965826272964478,-0.0
71,71,0,0,0.9996570348739624,1.0030468702316284,-0.0
72,72,0,0,0.9981619715690613,1.0022821426391602,-0.0
73,73,0,0,0.9987497329711914,0.9994891285896301,-0.0
74,74,0,0,0.9988585710525513,1.0021940469741821,-0.0
75,75,0,0,0.9968528747558594,1.0015151500701904,-0.0
76,76,0,0,0.9970194101333618,0.9906794428825378,-0.0
77,77,0,0,1.0008281469345093,0.9874046444892883,-0.0
78,78,0,0,0.9992074966430664,0.9862222671508789,-0.0
79,79,0,0,0.9998682737350464,0.988410472869873,-0.0
80,80,0,0,1.0008585453033447,0.9902163743972778,-0.0
81,81,0,0,0.9995520710945129,0.9931298494338989,-0.0
82,82,0,0,0.9985224008560181,0.9928832054138184,-0.0
83,83,0,0,0.9983357191085815,1.0018304586410522,-0.0
84,84,0,0,0.9951441884040833,0.9935515522956848,-0.0
85,85,0,0,0.9956644177436829,0.9864317178726196,-0.0
86,86,0,0,0.9972694516181946,0.9864320755004883,-0.0
87,87,0,0,0.998897910118103,0.9932128190994263,-0.0
88,88,0,0,1.0000945329666138,0.9969803094863892,-0.0
